id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
50777924,WENDYS WORLD,410375152,Wendy,,Woollahra,-33.86787,151.27698,Private room,135,3,25,2022-09-05,2.54,2,232,25,Exempt
50780344,Boutique Private Room in Mascot near Sydney Domestic Airport - SHAREHOUSE 102RL1,255319514,Liquan,,Botany Bay,-33.93009,151.18986,Private room,173,4,5,2022-08-04,0.39,18,1,4,PID-STRA-24333
50780454,Boutique Private Room in Mascot near Sydney Domestic Airport - SHAREHOUSE 102RL3,255319514,Liquan,,Botany Bay,-33.93192,151.18863,Private room,153,4,4,2022-01-19,0.40,18,289,4,PID-STRA-24333
50272821,Secluded luxurious escape one hour from the CBD,405919337,Lulu,,The Hills Shire,-33.47836,150.92939,Entire home/apt,908,2,28,2022-09-04,1.85,1,350,27,PID-STRA-2612
50780458,Boutique Private Room in Mascot near Sydney Domestic Airport - SHAREHOUSE 102RL2,255319514,Liquan,,Botany Bay,-33.9319,151.18841,Private room,178,4,3,2022-06-07,0.22,18,282,2,PID-STRA-24333
50786440,Incredible Ocean Views in 2-Bed Unit near Beaches,279001183,MadeComfy,,Manly,-33.79682,151.27807,Entire home/apt,235,1,17,2022-06-26,1.30,181,307,15,PID-STRA-19234
51271050,Lovely apartment on the harbour side of Manly,414803597,Sepand,,Manly,-33.79927,151.2802,Entire home/apt,185,2,16,2022-08-24,1.77,1,206,16,PID-STRA-13251
50272928,LA CASA BONDI,119356276,Gus,,Waverley,-33.88619,151.2721,Entire home/apt,300,90,0,,,1,365,0,
51275190,Quality clean room available in heart of Redfern,415186050,James,,Sydney,-33.894211,151.199783,Private room,59,1,29,2022-09-06,2.66,1,190,29,PID-STRA-11031
51292587,Huge 1-2 bedroom apart’ -  Xmas special from $149,1772674,Michael,,Woollahra,-33.87792,151.23909,Entire home/apt,149,10,2,2022-04-27,0.21,1,145,2,PID-STRA-22138
50789027,Designer unit with private room and office,6850026,Mari,,Waverley,-33.89444,151.26235,Private room,75,90,0,,,1,91,0,
50799166,Master room in Mascot,370697846,Carolina,,Botany Bay,-33.9249,151.18365,Private room,60,90,0,,,1,88,0,
50277594,Palm Breeze in Coogee Hosted by L'Abode,7409213,L'Abode Accommodation Specialist,,Randwick,-33.92191,151.25724,Entire home/apt,540,21,4,2022-07-04,0.47,147,162,4,PID-STRA-30738
50837317,"Designer, beach side 2 br & full study sanctuary",407793146,Giorgia,,Randwick,-33.93268,151.2588,Entire home/apt,280,90,0,,,1,365,0,
51308668,CHARMING INNER-CITY TOWN HOME / REDFERN,246661,Alexandro,,Sydney,-33.891155,151.209045,Entire home/apt,172,2,10,2022-03-19,0.94,10,0,10,PID-STRA-24691
50278163,"Clean, modern, walking distance to Centennial Park",23603548,Hanim,,Randwick,-33.90295,151.24543,Private room,212,90,0,,,1,91,0,PID-STRA-33933
50280592,Exclusive Art Deco Escape in Tree-lined Kingsford,185783910,Annie,,Randwick,-33.92415,151.23187,Entire home/apt,180,2,18,2022-06-19,1.46,36,157,17,PID-STRA-24404
51367979,Cute North Bondi Appartment,40565227,Eloise,,Waverley,-33.88455,151.27581,Entire home/apt,100,90,2,2021-10-22,0.16,1,88,1,
50292614,Comfortable holiday apartment close to CBD,155587212,Vivian,,Sydney,-33.90523,151.20803,Entire home/apt,195,2,10,2022-08-07,1.29,3,97,10,PID-STRA-30724
51379305,Cosy studio with a large balcony and a great view!,216159238,Paul,,Sydney,-33.8801,151.21599,Entire home/apt,148,2,11,2022-04-16,1.10,3,118,11,PID-STRA-12582-1
51387728,Oceanview apartment. Bondi Beach,148552131,Andrea,,Waverley,-33.89468,151.27324,Entire home/apt,340,90,2,2021-10-26,0.16,2,0,1,
50853251,Balmoral Beach 5 Star Lux Brand new Apt (Sleeps 4),256161584,Mark,,Mosman,-33.82738,151.24888,Entire home/apt,140,1,71,2022-09-05,5.25,10,244,69,PID-STRA-3172
50853459,Quiet bedroom in the heart of Darlinghurst,19209507,Sasha,,Sydney,-33.87635,151.21572,Private room,70,90,0,,,1,221,0,
50292895,"Quiet sunny Balmain apartment. B/r, sep lounge",1326417,Julius,,Leichhardt,-33.85454,151.17754,Entire home/apt,137,1,14,2022-09-07,2.13,1,11,14,PID-STRA-5529
50856627,1 bdrm Surry Hills - Super central location,407392360,Oliver,,Sydney,-33.88247,151.20934,Entire home/apt,185,7,10,2022-07-16,1.02,32,38,10,PID-STRA-15046-9
51391437,Luxury beachside home to enjoy a relaxed holiday,401805713,Annie,,Warringah,-33.78105,151.28998,Entire home/apt,1212,7,0,,,1,38,0,PID-STRA-3370
51394168,Barangaroo 2 bdrm + Car park | 3 MTHS MINIMUM STAY,407392360,Oliver,,Sydney,-33.86505,151.202,Entire home/apt,220,90,0,,,32,0,0,PID-STRA-15166-1
50295575,2 BR Broadway apt near Broadway Shopping & City,49437879,Dionne,,Sydney,-33.88157,151.19403,Entire home/apt,240,2,2,2022-05-28,0.54,2,270,2,PID-STRA-2680-2
51408726,Sunny studio with large balcony,363170032,Sally,,Sydney,-33.89277,151.21551,Entire home/apt,94,90,0,,,1,0,0,
51436423,Cozy and quiet home next to shopping centre & park,301753450,AirPillows,,Ku-Ring-Gai,-33.72791,151.1631,Entire home/apt,134,1,1,2021-08-12,0.08,58,0,0,Exempt
51456974,Stunning 2-br apartment opposite the beach,109782063,Michael,,Waverley,-33.88889,151.27925,Entire home/apt,414,1,33,2022-08-28,2.63,1,68,31,PID-STRA-10739
50857360,2 Bedroom/2 Bathroom Unit in Sydney CBD - LTL,368967155,James,,Sydney,-33.87592,151.2082,Entire home/apt,287,21,0,,,2,247,0,PID-STRA-24661
50857762,Modern 2 bdrm St Leonards + Parking,407392360,Oliver,,Willoughby,-33.81967,151.1942,Entire home/apt,273,7,4,2022-04-12,0.56,32,35,4,PID-STRA-15140-1
50295952,Fairlight Apartment with views of Sydney Harbour,6779656,Bevan,,Manly,-33.7966318,151.2748445,Entire home/apt,245,7,0,,,1,29,0,PID-STRA-38403
51460036,fully furnished one bedroom unit in St Ives - bills included,403419300,Dana,,Ku-Ring-Gai,-33.72713,151.16105,Entire home/apt,90,7,3,2022-01-01,0.25,1,0,3,PID-STRA-20174
50310463,Light filled apartment between Rose Bay and Bondi,4188419,Melanie,,Waverley,-33.87692,151.27443,Private room,50,90,0,,,2,0,0,
50311965,Designer family holiday home with ocean views,100552972,Home Hostess,,Pittwater,-33.627029,151.326691,Entire home/apt,851,2,0,,,28,220,0,PID-STRA-38480
50312026,Treetops Erskineville Apartment w Parking & Aircon,3723223,Jules,,Sydney,-33.90456,151.18386,Entire home/apt,204,3,34,2022-08-20,2.23,14,7,26,PID-STRA-21722
51475020,Boutique Private Room in Mascot near Sydney Domestic Airport - SHAREHOUSE 102AR2,255319514,Liquan,,Botany Bay,-33.93213,151.19006,Private room,52,4,7,2022-07-18,0.91,18,342,7,PID-STRA-24333
51476294,Fairlight gem 50m from the sea,5310998,Maja,,Manly,-33.79787,151.27372,Entire home/apt,250,5,2,2021-11-11,0.18,1,0,2,PID-STRA-8157
50859804,*NEW* Luxury ‘Sunny Corner’ 4BR Waterfront Escape,411199001,Kendall,,Hornsby,-33.53577,151.15756,Entire home/apt,1300,2,0,,,1,361,0,PID-STRA-6649
50860191,Your Coogee Getaway in Best Location,167072223,First Hand,,Randwick,-33.92098,151.25496,Entire home/apt,236,90,0,,,61,0,0,
50312169,Cosy Sunny Studio in Excellent City Location,5525392,Aimee,,Sydney,-33.874645,151.225571,Entire home/apt,99,90,4,2022-01-03,0.27,1,242,3,PID-STRA-43514
50875268,Sand and Stone: Berowra Waters with use of tinnie,45782904,Paul,,Hornsby,-33.58622,151.11575,Entire home/apt,936,2,25,2022-09-03,2.44,1,322,25,PID-STRA-7522
51476321,Peaceful Bondi home close to Beach and Eateries,2260784,Michaela,,Waverley,-33.89211,151.26604,Entire home/apt,450,30,1,2022-04-21,0.21,1,285,1,PID-STRA-7722
51481813,Harbour View! Stylish studio Potts Point|MIN 1 MTH,407392360,Oliver,,Sydney,-33.87575,151.22204,Entire home/apt,160,28,4,2022-08-30,0.53,32,67,4,PID-STRA-15183-1
50312613,Casa Mina,63325242,Ted,,Manly,-33.80499,151.2916,Entire home/apt,250,90,0,,,1,0,0,
50877424,BONDI BEACH HOUSE - Book entire boutique hotel!,411360620,Lucy,,Waverley,-33.89289,151.27077,Private room,1001,2,6,2022-07-31,0.63,1,241,6,Exempt
50315994,A Cozy Mint Hub,406316704,Faryal,,Auburn,-33.84752,151.07422,Entire home/apt,249,90,0,,,1,91,0,
50880108,Iconic Bondi. Unrivalled Ocean Views,2450066,Hotelesque,,Waverley,-33.89026,151.27482,Entire home/apt,1290,5,6,2022-08-06,0.76,96,40,6,PID-STRA-17323
50881121,Inner city retreat in Pyrmont | 1 bdrm + Car space,407392360,Oliver,,Sydney,-33.87065,151.19156,Entire home/apt,175,28,1,2022-05-15,0.25,32,17,1,PID-STRA-15134-1
50882160,Stylish 1 bdrm Camperdown (min 1 month),407392360,Oliver,,Sydney,-33.88447,151.17691,Entire home/apt,195,28,4,2022-07-07,0.72,32,2,4,PID-STRA-15145-1
50883649,The Amalfi - hosted by: L'Abode SHORT/LONG STAYS,7409213,L'Abode Accommodation Specialist,,Waverley,-33.89789,151.26891,Entire home/apt,345,30,3,2022-04-24,0.57,147,223,3,PID-STRA-21424
51510194,Chilling Bayside. Waterfront. Stunning Views.,85995258,Richard,,Sutherland Shire,-34.05433,151.14828,Entire home/apt,330,5,12,2022-08-21,1.30,1,209,12,PID-STRA-4391
51515834,Private studio in strathfield,91961414,Kimi,,Burwood,-33.87315,151.09577,Entire home/apt,151,1,7,2022-07-20,0.58,58,50,7,PID-STRA-26354
51528011,Prime Bondi Bch -Top Floor Sunny Renovated 1Br apt,285488167,Rick,,Waverley,-33.888523,151.276001,Entire home/apt,169,3,15,2022-08-09,1.16,8,0,14,PID-STRA-34413
50332949,Adina Apartment Hotel Bondi Beach Studio,285936722,Diana,,Waverley,-33.89073,151.27111,Entire home/apt,195,1,1,2022-06-19,0.36,1,0,1,Exempt
50884232,Magnificent Sydney City home 4 bedrooms,27286333,Julie,,Sydney,-33.87259,151.19485,Entire home/apt,641,4,16,2022-08-21,1.54,13,269,16,PID-STRA-9003
50340826,Live in the heart of Surry Hills - walk to City,279001183,MadeComfy,,Sydney,-33.88173,151.20856,Entire home/apt,206,3,11,2022-08-16,1.24,181,335,11,PID-STRA-17916
50887407,Oxford and Hyde Park Apartment,155504431,Evan,,Sydney,-33.87553,151.2115,Entire home/apt,150,3,0,,,1,0,0,PID-STRA-26239
51538528,**NEW** Designer luxury / enormous sunny courtyard,11500609,Matt,,Woollahra,-33.87969,151.24874,Entire home/apt,1000,90,0,,,1,365,0,
50341930,Lovely Studio with Patio 25 min from Sydney CBD,279001183,MadeComfy,,Marrickville,-33.89577,151.14729,Entire home/apt,173,1,7,2022-06-18,0.55,181,363,6,Exempt
50350437,Comfortable & Spacious,371871145,Style & Comfort,,Ryde,-33.79821,151.07777,Entire home/apt,229,2,0,,,1,5,0,PID-STRA-25055
51543253,A Modern Studio Right Next to Darling Harbour,343442154,Advante Homes,,Sydney,-33.8688,151.20326,Entire home/apt,366,1,21,2022-08-31,1.81,28,64,21,PID-STRA-11490
50900001,Bronte Beach House,167072223,First Hand,,Waverley,-33.90241,151.26488,Entire home/apt,1180,60,0,,,61,357,0,PID-STRA-28669
50351521,Private oasis apartment on enmore road,54172857,Tamsin,,Marrickville,-33.89767,151.17232,Entire home/apt,100,90,0,,,1,0,0,
50902420,★【Chatswood】Pet friendly home with private garden,87196501,Yvonne,,Willoughby,-33.78711,151.18217,Entire home/apt,308,2,9,2022-07-31,0.70,19,58,8,Exempt
50363402,Roomy Studio With Balcony & Parking,293526132,MaisonNets,,Sydney,-33.88974,151.20867,Entire home/apt,161,2,18,2022-09-03,1.84,21,124,18,PID-STRA-20098
50902911,DESIGNER OASIS IN THE HEART OF POTTS POINT,34252239,Jay,,Sydney,-33.8733,151.22174,Entire home/apt,160,2,7,2022-02-24,0.58,1,8,7,PID-STRA-16247
51564766,Superb and Spacious Room - Surry Hills,155006761,Bruno,,Sydney,-33.8793054,151.2136184,Private room,149,2,14,2022-09-05,6.67,2,4,14,Exempt
50379403,Harbourside townhouse overlooking Fort Denison,22110643,Mary-Anne,,North Sydney,-33.84444,151.21665,Entire home/apt,350,90,0,,,2,0,0,
50383760,"2 Bedroom, 2 bathroom Rose Bay apartment",260259497,Andrew,,Woollahra,-33.87663,151.27019,Private room,80,90,0,,,1,365,0,
51565876,PROS - Quaker Views Family Home,16357713,PropertyProviders,,Mosman,-33.81649,151.24183,Entire home/apt,437,7,1,2022-01-19,0.13,88,56,1,PID-STRA-14134
51583626,Lovely bedroom in the heart of Bondi Beach!,50758760,Julia,,Waverley,-33.89152,151.26824,Private room,44,220,0,,,1,365,0,
50906322,Cottage 3 bedroom and garden,107111246,Tony And Janet,,Ryde,-33.82276,151.1085,Entire home/apt,250,7,3,2022-08-06,0.36,2,74,3,PID-STRA-20158
50401912,UNIT G10 - FULLY EQUIPPED STUDIO - FREE WIFI!,304242253,Robert,,Strathfield,-33.869,151.06758,Entire home/apt,101,7,6,2022-08-30,0.45,3,257,5,PID-STRA-22646-2
50921707,♥️Stylish Sanitised Lux 3Bedroom House🐾PetFriendl,411771291,"Leo, Penny & Ri",,Auburn,-33.86512,151.02613,Entire home/apt,155,1,48,2022-08-21,3.44,3,144,43,PID-STRA-18545
51584184,The Royale on King St-L'Abode Accommodation,7409213,L'Abode Accommodation Specialist,,Sydney,-33.86963,151.21162,Entire home/apt,183,90,0,,,147,162,0,PID-STRA-22830
51584206,Spacious & sunny 2brm apartment. A comfy lockdown!,59670404,Chris,,Marrickville,-33.888298,151.174896,Entire home/apt,134,120,0,,,1,220,0,
50403741,Hurstville 2bedrooms APT +P close to train station,292060789,Miller,,Hurstville,-33.96313,151.09598,Entire home/apt,139,1,29,2022-08-23,2.14,14,29,27,PID-STRA-17657
51584425,Beautiful view with resort style facilities,61935071,Miso,,Canada Bay,-33.82872,151.08487,Private room,80,90,0,,,1,89,0,
50403839,Manly wharf-side apartment - harbour & beach views,407201897,Jenny,,Manly,-33.79933,151.28506,Entire home/apt,259,2,26,2022-08-20,2.36,1,82,26,PID-STRA-22936
51602970,Top Floor Light-filled Studio,21151187,John,,Sydney,-33.87349,151.22521,Entire home/apt,1400,1,21,2022-08-14,1.88,32,1,21,Exempt
51605874,Coogee Classic: Coastal Gem Close to Beach,283812868,Krystina,,Randwick,-33.92539,151.25632,Entire home/apt,128,2,36,2022-09-05,2.83,43,190,35,PID-STRA-10475
50922461,NEW! 2BR Apt in Hurstville 1Min To Train Sleep 8,288743418,Ken,,Hurstville,-33.96488,151.10164,Entire home/apt,186,4,7,2022-04-11,0.77,128,290,7,PID-STRA-24514
50922474,1 BR and Study Apt in Homebush Sleeps 5 2H2,288743418,Ken,,Strathfield,-33.86293,151.08147,Entire home/apt,167,4,7,2022-08-17,2.76,128,337,7,PID-STRA-27091
50404477,Pet-friendly exclusive 2 bedrooms w/ BBQ backyard,52111220,Angie,,Ryde,-33.80349,151.1154,Entire home/apt,192,2,14,2022-07-30,1.84,1,109,14,PID-STRA-25958
50922493,"Boutique 2BR Unit in Kingsford Near UNSW, Randwick Sleeps 6 66M2",288743418,Ken,,Randwick,-33.92355,151.23328,Entire home/apt,136,4,15,2022-08-24,1.67,128,313,15,PID-STRA-24412
50922886,Boutique Private Room in Chippendale Terrace 11G1,288743418,Ken,,Sydney,-33.88596,151.20154,Private room,91,4,4,2022-07-20,0.47,128,276,4,PID-STRA-25152
51607149,Lovely 2-bedroom apartment with slight beach views,175040605,Mary,,Rockdale,-33.96022,151.15547,Entire home/apt,90,90,0,,,1,365,0,
51646984,Quiet & cozy single bedroom in leafy suburb,33706984,Jingjing,,Hornsby,-33.74769,151.05096,Private room,30,1,2,2022-05-22,0.33,5,347,2,PID-STRA-1099
50407859,"2 BR WITH THE SIGHTS OF DARLING HARBOUR, SYDNEY",138649185,Fiona,,Sydney,-33.87538,151.20449,Entire home/apt,700,7,1,2022-03-11,0.16,17,364,1,Exempt
50422239,Charm and Style in Clovelly,2450066,Hotelesque,,Randwick,-33.90951,151.26203,Entire home/apt,355,5,6,2022-08-27,0.57,96,110,6,PID-STRA-25448
51660719,Cosy and green private room in Surry Hills with pool,41860517,Sara,,Sydney,-33.88264,151.21589,Private room,60,90,0,,,1,0,0,
51672656,Inner Sydney 1BR w/ Gorgeous Harbour & Park Views,17237792,Joshua,,Woollahra,-33.874977,151.233627,Entire home/apt,185,3,24,2022-09-05,2.03,3,335,24,PID-STRA-2861
51673689,Lovely 1 bedroom with amazing view and Parking,232019913,Ben,,Willoughby,-33.82367,151.19253,Entire home/apt,284,90,0,,,1,365,0,
50930112,Hidden Cabin Studio Apartment in Manly,24953175,Matt,,Manly,-33.79344,151.28099,Entire home/apt,226,4,1,2021-12-02,0.11,3,139,1,PID-STRA-17026-1
50939201,stylish loft Surry hill,308279722,虞臻ᴢʜᴇɴ,,Sydney,-33.88599,151.21155,Entire home/apt,560,90,0,,,1,365,0,
50422307,HOAMA - One Bedroom Penthouse with Water view,230109804,Hoama,,Canada Bay,-33.82855,151.08644,Entire home/apt,134,2,32,2022-08-03,2.30,5,30,31,PID-STRA-24064
50425128,"FAMILY 2BR@HYDE PARK, SYDNEY",156409670,Tia,,Sydney,-33.8768,151.21341,Entire home/apt,570,3,0,,,22,360,0,Exempt
51684339,Cosy Harbourside Apartment With Bridge View Pool,279001183,MadeComfy,,North Sydney,-33.84761,151.20482,Entire home/apt,175,3,2,2022-07-18,0.94,181,207,2,PID-STRA-19799
51698434,Spacious Apartment with Study /Work space,7409213,L'Abode Accommodation Specialist,,Waverley,-33.89368,151.26419,Entire home/apt,248,90,0,,,147,0,0,PID-STRA-14857
50425164,"2BR@CBD/WALK to HYDE PARK, Sydney",156409670,Tia,,Sydney,-33.87944,151.20596,Entire home/apt,480,3,1,2022-07-17,0.55,22,352,1,Exempt
50941665,NagleSt,268995141,Hj,,Liverpool,-33.9288,150.91943,Entire home/apt,286,1,4,2022-04-24,0.72,1,346,4,PID-STRA-17654
50437643,World Class Resort Villa OceanView PrivateBeach,407474055,Dylan,,Manly,-33.79435,151.23757,Entire home/apt,909,2,53,2022-08-23,3.85,1,0,46,PID-STRA-3073
50943682,"Quiet, leafy 2BR - Ocean Views & Pool",25768001,Marcella,,Randwick,-33.91126,151.24647,Entire home/apt,145,60,1,2021-11-28,0.10,1,144,1,PID-STRA-4951-1
51701060,Arcadia Gallery and studio art retreat bnb,60310149,Lee,,Hornsby,-33.60719,151.03919,Entire home/apt,258,2,0,,,1,352,0,Exempt
51714141,The Royale Bundeena,418955129,Angus And Courtney,,Sutherland Shire,-34.0862,151.14804,Entire home/apt,378,2,22,2022-09-04,2.10,1,158,22,PID-STRA-1242-2
50443795,Relax in Haus Ooray above Narrabeen Lakes,29130636,Antje,,Pittwater,-33.70474,151.27457,Entire home/apt,169,2,15,2022-08-13,1.74,1,340,15,PID-STRA-30108
51714728,Cosy and stylish 2 bedrooms house with backyard,92609360,Gigi,,Ryde,-33.78398,151.11291,Entire home/apt,100,2,2,2021-11-30,0.17,2,0,2,Exempt
51735700,KOZYGURU | The Rocks | Harbour Bridge View | 1 BED APT | NTR098,226764444,Megan,,Sydney,-33.86264,151.20588,Entire home/apt,215,1,32,2022-08-28,3.54,1,14,32,PID-STRA-25059
50944300,Captivating views in Clareville,109184514,Guy,,Pittwater,-33.635643005371094,151.30564880371094,Entire home/apt,600,2,0,,,1,89,0,PID-STRA-11504-2
50444408,"Modern, Private & Comfy 2-storey Apartment",91560327,Ruth,,Sydney,-33.87186,151.21795,Entire home/apt,150,5,8,2022-08-28,0.66,1,0,8,Exempt
50945233,Spacious room,52187221,Josie,,Strathfield,-33.8683,151.08497,Private room,45,90,1,2021-11-12,0.10,4,91,1,
50444901,Cosy room in family home opposite green park,404612157,Antonino,,Camden,-34.08055,150.70033,Private room,138,1,1,2022-06-13,0.34,2,180,1,PID-STRA-19601
50445228,Whale Beach Secluded Self Contained Spa Cottage,66970711,Lynne,,Pittwater,-33.616505,151.330505,Entire home/apt,250,2,49,2022-08-28,3.29,2,218,46,Exempt
51738000,2-bedroom cottage in Manly Vale,8205004,Emma,,Warringah,-33.786949,151.263748,Entire home/apt,264,5,9,2022-06-18,0.95,1,200,9,PID-STRA-14716-1
51772003,NEW!! Amazing 3 bedroom townhome with ocean views,11043376,Stacey,,Randwick,-33.91159,151.26078,Entire home/apt,260,21,2,2021-12-29,0.18,1,0,2,PID-STRA-30110
50445598,Stylish 1 bedroom retreat in trendy Surry Hills,407392360,Oliver,,Sydney,-33.88192,151.21537,Entire home/apt,260,7,17,2022-08-12,1.17,32,26,15,PID-STRA-3742
50454768,Nicoke Urban Palace,86059669,燕如,,North Sydney,-33.84263,151.20944,Shared room,270,90,0,,,1,365,0,
51792445,Liverpool holiday apartment 2Bedroom 2Bathroom,129361793,Candy,,Liverpool,-33.92797,150.91974,Entire home/apt,262,1,17,2022-06-02,1.50,8,145,17,PID-STRA-1201
51806996,Stylish Surry Hills 1 Bdrm + Study - Perfect WFH,407392360,Oliver,,Sydney,-33.88767,151.20828,Entire home/apt,225,28,1,2022-07-17,0.55,32,40,1,PID-STRA-15386-1
50962033,"Welcoming 1 bedroom, 20s to station, free breakie",19765998,Gloria,,Ku-Ring-Gai,-33.75467,151.15564,Private room,90,90,0,,,1,365,0,
50962260,Beautifully Renovated Beach Apartment,156869137,Gerry And Marie,,Warringah,-33.77687,151.28551,Entire home/apt,193,2,30,2022-07-24,2.55,1,265,30,PID-STRA-15343-2
50460427,Sunlit Unit on Main Dining and Shopping Strip,279001183,MadeComfy,,Sydney,-33.87986,151.18625,Entire home/apt,203,1,10,2022-07-03,2.08,181,352,10,PID-STRA-19786
50962824,Modern self-contained flat in Redfern/Surry Hills,9135745,Tim,,Sydney,-33.89094,151.21082,Entire home/apt,232,4,4,2022-07-29,0.40,1,74,4,PID-STRA-6198
51841024,Spacious Two Bedroom Apartment in  Surry Hills,108083073,Urban Holiday,,Sydney,-33.888,151.20885,Entire home/apt,302,3,20,2022-08-18,2.23,27,110,20,PID-STRA-35353
51852895,PADDINGTON PAD // PARKING // POOL // SMART TV,192002147,Alexandro,,Woollahra,-33.881744,151.226074,Entire home/apt,122,90,27,2022-08-21,3.03,12,196,27,PID-STRA-26767
50465548,Bush retreat,290033712,Kevin,,Warringah,-33.75894,151.19571,Entire home/apt,500,90,0,,,1,365,0,
51854401,Adorable City Fringe 1 Bedroom Flat,166513914,Troy,,Sydney,-33.89957,151.18999,Entire home/apt,75,90,0,,,1,0,0,
50963789,The Sienna Rose Bay-hosted by LAbode Accommodation,7409213,L'Abode Accommodation Specialist,,Woollahra,-33.86728,151.27669,Entire home/apt,1114,30,0,,,147,220,0,PID-STRA-15562
50466398,Comfortable Studio Gem in the heart of Petersham,302669246,Bianca,,Marrickville,-33.89811,151.15337,Entire home/apt,100,1,70,2022-06-30,5.48,3,61,68,PID-STRA-31339
50977314,Quiet house in Narwee,184557824,Glenn,,Canterbury,-33.9445,151.06307,Entire home/apt,121,1,29,2022-06-25,2.16,4,149,23,PID-STRA-14720-1
50467507,Comfortable family home,162766127,Winnie,,The Hills Shire,-33.68555,150.95522,Entire home/apt,400,1,35,2022-08-27,3.27,1,330,35,PID-STRA-8399
50977686,COASTAL-LUXE TOWNHOUSE/ MOSMAN,246661,Alexandro,,Mosman,-33.825825,151.249207,Entire home/apt,422,2,31,2022-09-01,3.16,10,162,31,PID-STRA-26774
50978229,North Sydney Large Two Bedroom  MIL2252402,148607219,Wyndel,,North Sydney,-33.8344,151.20863,Entire home/apt,270,28,6,2022-08-05,0.69,29,273,6,PID-STRA-24367
50979546,Sydney Staycation,9727431,Nicky,,Warringah,-33.67871,151.21181,Entire home/apt,150,2,7,2022-09-06,1.07,2,171,7,PID-STRA-27386
51867904,Riverbreeze on the Hawkesbury,4406799,Sunny,,Hornsby,-33.51724,151.1759,Entire home/apt,485,2,23,2022-07-16,2.30,1,299,23,PID-STRA-3126
51872431,Large 1 Bedroom Apt in Paddingtons best location,6746746,Sleep & Co,,Woollahra,-33.88237,151.22262,Entire home/apt,129,7,7,2022-06-04,0.62,10,205,7,Exempt
51968547,♥️全新装修豪华高品味深度消毒宽大3房House♥️免费🅿️♥️车站就在门口♥️可带宠物🐾☕,411771291,"Leo, Penny & Ri",,Auburn,-33.86319,151.02674,Entire home/apt,156,1,6,2022-08-19,0.57,3,144,6,PID-STRA-18545
51988079,Cliff Top Escape,339918619,Jamie,,Warringah,-33.76237,151.30153,Entire home/apt,679,4,7,2022-09-07,0.92,4,286,7,PID-STRA-7222
52019130,TOP FLOOR on MANLY BEACHFRONT,19356252,Kelly,,Manly,-33.79221,151.28792,Entire home/apt,289,3,6,2022-08-14,1.94,4,239,6,PID-STRA-36163
50477973,Adorable Ground floor Apartment with walk to beach,54568607,Fiona,,Pittwater,-33.63111,151.32897,Entire home/apt,225,5,6,2022-07-06,0.72,1,320,6,PID-STRA-30430
52031694,LUXURIOUS BEACH FRONT APARTMENT- CRONULLA,397283384,James,,Sutherland Shire,-34.05483,151.13623,Entire home/apt,518,2,32,2022-09-04,2.99,3,304,32,PID-STRA-4350-2
50490519,Cozy Cottage in the West,125724037,Brian,,Blacktown,-33.77607,150.82063,Entire home/apt,100,7,3,2022-05-09,0.41,1,38,3,PID-STRA-24113
52041782,MadeComfy Executive & Stylish Inner-City Apartment,279001183,MadeComfy,,Sydney,-33.9032,151.1868,Entire home/apt,206,1,16,2022-08-21,1.34,181,264,16,PID-STRA-19714
50981833,"Spacious Private Room in Kensington near UNSW, Light railway & bus 61ML1",288743418,Ken,,Randwick,-33.91821,151.22359,Private room,80,4,3,2022-08-04,0.36,128,265,3,PID-STRA-24573
50981849,"Private Room in Kensington near UNSW, Light railway&bus 1D 61ML4",288743418,Ken,,Randwick,-33.9181,151.22365,Private room,68,4,8,2022-08-22,0.87,128,196,8,PID-STRA-24573
50981855,"Single Private Room in Kensington near UNSW, Light railway&bus 1S 61ML7",288743418,Ken,,Randwick,-33.9165,151.22214,Private room,80,4,3,2022-04-30,0.32,128,332,3,PID-STRA-24573
50491628,"BEAUTIFUL HARBOUR VIEWS, PARKING, WIFI",297486770,Katie,,North Sydney,-33.84875722903549,151.20541117114027,Entire home/apt,196,3,62,2022-08-20,4.28,3,121,59,PID-STRA-10100
52047443,"COZY 1BR IN MASCOT, NSW",156409670,Tia,,Botany Bay,-33.9316,151.1881,Entire home/apt,314,90,0,,,22,363,0,
50491740,Oceana,104971007,Natasha,,Pittwater,-33.64425,151.32774,Entire home/apt,2000,2,11,2022-07-24,0.76,2,315,10,PID-STRA-2390
52062202,TREETOPS PENTHOUSE 3 BEDROOMS  ROSE BAY SYDNEY,410375152,Wendy,,Woollahra,-33.86563,151.27786,Entire home/apt,378,3,23,2022-08-07,2.47,2,224,23,Exempt
50981856,"Spacious Private Room in Kensington near UNSW, Light railway & bus 61ML8",288743418,Ken,,Randwick,-33.9185,151.22221,Private room,80,4,8,2022-07-22,0.78,128,309,8,PID-STRA-24573
50492410,Modem 2br Apt- Seaview w Parking & Great Location,5215877,Milan,,Botany Bay,-33.94218,151.22353,Entire home/apt,191,14,8,2022-06-15,0.59,21,162,7,PID-STRA-21022
50983766,Beautiful large sun-filled Art Deco apartment,409949876,Kate,,Woollahra,-33.88744,151.26013,Entire home/apt,120,90,0,,,1,364,0,
